Talasna duzina_Zuta [nm]	 Intenzitet svetlosti_Zuta [cd]
975.883	0.119999997
976.425	9.979999542
976.967	1.159999967
977.509	-0.360000014
978.051	3
978.593	16.63999939
979.135	8.079999924
979.677	4
980.218	-1.820000052
980.760	0.540000021
981.302	-3.599999905
981.843	1.24000001
982.385	0.699999988
982.926	2.799999952
983.467	12.03999996
984.009	-0.419999987
984.550	3.75999999
985.091	-6.199999809
985.632	-3.640000105
986.173	-3.579999924
986.714	3.900000095
987.255	-9.159999847
987.796	-5.699999809
988.337	5.619999886
988.878	9.680000305
989.419	-5.739999771
989.959	-4.599999905
990.500	-7.099999905
991.040	-6.260000229
991.581	-10.93999958
992.121	2.079999924
992.662	1.639999986
993.202	-1.940000057
993.742	1.720000029
994.282	-0.579999983
994.823	7.5
995.363	7.380000114
995.903	-10.30000019
996.443	12.18000031
996.983	-7.420000076
997.522	-9.079999924
998.062	-13.56000042
998.602	1.440000057
999.142	-2.74000001
999.681	-7.739999771
1000.221	2.339999914
1000.760	-4.019999981
1001.300	-13.93999958
1001.839	-8.680000305
1002.379	3.880000114
1002.918	4.860000134
1003.457	-5.840000153
1003.996	-8.199999809
1004.535	-4.400000095
1005.074	-8.699999809
1005.613	-7.5
1006.152	-9.520000458
1006.691	-3.660000086
1007.230	-2.200000048
1007.769	3.380000114
1008.307	-12.81999969
1008.846	-2.5
1009.384	-8.760000229
1009.923	-16.39999962
1010.461	-5.920000076
1011.000	1.24000001
1011.538	-9.56000042
1012.076	-1.360000014
1012.615	-2.74000001
1013.153	-4.739999771
1013.691	2.400000095
1014.229	-6.039999962
1014.767	-3.980000019
1015.305	-7.860000134
1015.843	-2.74000001
1016.380	-5.119999886
1016.918	6.360000134
1017.456	-6.760000229
1017.993	-12.73999977
1018.531	-4.340000153
1019.069	-6.159999847
1019.606	-15.84000015
1020.143	-16.13999939
1020.681	-14.96000004
1021.218	0.680000007
1021.755	-2.160000086
1022.292	-0.200000003
1022.829	6.5
1023.366	-0.860000014
1023.903	-6.179999828
1024.440	4.400000095
1024.977	-1.440000057
1025.514	-6.699999809
1026.051	0.639999986
1026.587	-3.059999943
1027.124	-4.679999828
1027.661	-14.35999966
1028.197	-3.720000029
1028.733	0.600000024
1029.270	-3.75999999
1029.806	-3.720000029
1030.342	-7.320000172
1030.879	1.980000019
1031.415	-4.840000153
1031.951	0.5
1032.487	2.940000057
1033.023	-10.5
1033.559	-5.960000038
1034.094	3.980000019
1034.630	-6.71999979
1035.166	-9.520000458
1035.702	-8.640000343
1036.237	-4.360000134
1036.773	-6.079999924
1037.308	-6.460000038
1037.844	10.69999981
1038.379	-7.320000172
1038.914	-5.960000038
1039.449	-6.539999962
1039.985	-17.76000023
1040.520	-2.380000114
1041.055	-11.10000038
1041.590	-0.74000001
1042.125	1.539999962
1042.660	-8.43999958
1043.194	-11.38000011
1043.729	-1.320000052
1044.264	8.380000114
1044.798	-11.23999977
1045.333	6.400000095
1045.868	0.140000001
1046.402	-3.920000076
1046.936	-5.21999979
1047.471	3.519999981
1048.005	-2.019999981
1048.539	7.139999866
1049.073	0.920000017
1049.607	-7.559999943
1050.141	-8.100000381
1050.675	3.599999905
1051.209	1.379999995
1051.743	6.940000057
1052.277	-1.960000038
1052.811	6.820000172
1053.344	-2.799999952
1053.878	8.579999924
1054.411	7
1054.945	6.739999771
1055.478	4.71999979
1056.012	11.43999958
1056.545	-0.639999986
1057.078	8.020000458
1057.611	8.659999847
1058.145	2.819999933
1058.678	14.47999954
1059.211	6.960000038
1059.744	27.15999985
1060.276	18.37999916
1060.809	16.42000008
1061.342	3.400000095
1061.875	6.940000057
1062.407	6.619999886
1062.940	-3.960000038
1063.472	8.140000343
1064.005	6.539999962
1064.537	10.93999958
1065.069	2.440000057
1065.602	11.07999992
1066.134	16.47999954
1066.666	14.47999954
1067.198	22.87999916
1067.730	4.699999809
1068.262	10.07999992
1068.794	15.35999966
1069.326	13.76000023
1069.857	10.15999985
1070.389	11.76000023
1070.921	22.04000092
1071.452	20.92000008
1071.984	22.04000092
1072.515	20.12000084
1073.047	17.45999908
1073.578	19.86000061
1074.109	9.619999886
1074.641	26.65999985
1075.172	18.18000031
1075.703	23.5
1076.234	18.52000046
1076.765	21.95999908
1077.296	28.63999939
1077.826	13.47999954
1078.357	27.89999962
1078.888	26.70000076
1079.419	22.15999985
1079.949	33.54000092
1080.480	20.26000023
1081.010	18.87999916
1081.541	34.93999863
1082.071	32.54000092
1082.601	34.90000153
1083.131	28.94000053
1083.661	33.13999939
1084.192	35.86000061
1084.722	21.31999969
1085.252	27
1085.781	26.47999954
1086.311	22.54000092
1086.841	16.10000038
1087.371	34.90000153
1087.901	36.79999924
1088.430	31.36000061
1088.960	21.76000023
1089.489	33.97999954
1090.019	31.39999962
1090.548	30.79999924
1091.077	35.93999863
1091.606	33.81999969
1092.135	33.02000046
1092.665	30.34000015
1093.194	36.13999939
1093.723	25.57999992
1094.251	21.04000092
1094.780	20.65999985
1095.309	40.81999969
1095.838	20.10000038
1096.366	21.28000069
1096.895	29.28000069
1097.424	26.52000046
1097.952	25.07999992
1098.480	26.23999977
1099.009	12.64000034
1099.537	17.28000069
1100.065	32
